WK_CODE	WK_NAAM
WK067715	Walsoorden
WK067799	Groot water
WK067800	Wijk 00 Kapelle
WK067801	Wijk 01 Wemeldinge
WK067802	Wijk 02 Schore
WK067899	Groot water
WK068700	Binnenstad
WK068710	Griffioen
WK068711	Klarenbeek
WK068712	Nieuw Middelburg
WK068713	Brigdamme
WK068714	Sint Laurens
WK068715	Ramsburg
WK068716	Veersepoort
WK068717	Verspreide huizen in het noorden
WK068718	Verspreide huizen in het noordwesten
WK068719	Verspreide huizen in het noordoosten
WK068720	Stromenwijk/'t Zand
WK068729	Verspreide huizen in het zuidwesten
WK068730	Middelburg Zuid
WK068731	Dauwendaele
WK068732	Arnestein
WK068739	Mortiere
WK068740	Nieuw- en Sint Joosland
WK068749	Verspreide huizen Nieuw- en Sint Joosland
WK068750	Arnemuiden
WK068751	Kleverskerke
WK068752	Oranjeplaat
WK068753	Veerse Meer
WK068759	Verspreide huizen Arnemuiden
WK068799	Groot water
WK070300	Wijk 00 Yerseke
WK070301	Wijk 01 Kruiningen
WK070302	Wijk 02 Krabbendijke
WK070303	Wijk 03 Waarde
WK070304	Wijk 04 Rilland-Bath
WK070305	Wijk 05 Hansweert
WK070306	Wijk 06 Oostdijk
WK070399	Groot water
WK071501	Kern Axel
WK071502	Buitengebied Axel
WK071503	Kern Biervliet
WK071504	Buitengebied Biervliet
WK071505	Kern Hoek
WK071506	Buitengebied Hoek
WK071507	Kern Koewacht
WK071508	Buitengebied Koewacht
WK071509	Kern Overslag
WK071510	Buitengebied Overslag
WK071511	Kern Philippine
WK071512	Buitengebied Philippine
WK071513	Kern Sas van Gent
WK071514	Buitengebied Sas van Gent
WK071515	Kern Sluiskil
WK071516	Buitengebied Sluiskil
WK071517	Kern Spui
WK071518	Buitengebied Spui
WK071519	Buitengebied Terneuzen
WK071520	Terneuzen Centrum
WK071521	Terneuzen Noord
WK071522	Terneuzen West
WK071523	Terneuzen Zuid
WK071524	Terneuzen Oost
WK071525	Kern Westdorpe
WK071526	Buitengebied Westdorpe
WK071527	Kern Zaamslag
WK071528	Buitengebied Zaamslag
WK071529	Kern Zuiddorpe
WK071530	Buitengebied Zuiddorpe
WK071599	Groot water
WK071600	Tholen
WK071601	Poortvliet
WK071602	Scherpenisse
WK071603	Sint-Maartensdijk
WK071604	Stavenisse
WK071605	Sint-Annaland
WK071606	Oud-Vossemeer
WK071607	Sint Philipsland
WK071699	Groot water
WK071700	Wijk 00 Veere
WK071701	Wijk 01 Gapinge
WK071702	Wijk 02 Vrouwenpolder
WK071703	Wijk 03 Serooskerke
WK071704	Wijk 04 Domburg
WK071705	Wijk 05 Oostkapelle
WK071706	Wijk 06 Aagtekerke
WK071707	Wijk 07 Grijpskerke
WK071708	Wijk 08 Meliskerke
WK071709	Wijk 09 Koudekerke
WK071710	Wijk 10 Biggekerke
WK071711	Wijk 11 Zoutelande
WK071712	Wijk 12 Westkapelle
WK071799	Groot water
WK071801	Binnenstad
WK071802	Middengebied
WK071803	Paauwenburg - Westduin
WK071804	Lammerenburg
WK071805	Oost-Souburg
WK071806	Ritthem e.o.
WK071807	Binnen- en Buitenhavens
WK071808	Sloegebied
WK071899	Groot water
WK073601	Mijdrecht
WK073602	de Hoef
WK073603	Amstelhoek
WK073604	Vinkeveen
WK073605	Waverveen
WK073606	Wilnis
WK073607	Abcoude
WK073608	Baambrugge
WK073700	Wijk 00 Burgum
WK073701	Wijk 01 Aldtsjerk
WK073702	Wijk 02 Mûnein
WK073703	Wijk 03 Ryptsjerk
WK073704	Wijk 04 Tytsjerk
WK073705	Wijk 05 Earnewâld
WK073706	Wijk 06 Sumar
WK073707	Wijk 07 Eastermar
WK073708	Wijk 08 Noordburgum
WK073709	Wijk 09 Hurdegaryp
WK074301	Asten industrie noord
WK074302	Asten buitengebied oost
WK074303	Asten noord
WK074304	Asten oost
WK074305	Asten zuid
WK074306	Asten centrum / west
WK074307	Asten buitengebied west
WK074308	Heusden wonen
WK074309	Heusden recreatie
WK074310	Ommel wonen
WK074311	Ommel recreatie
WK074401	Baarle-Nassau
WK074402	Ulicoten
WK074403	Castelré
WK074800	Wijk 00 Bergen op Zoom-Oude stad en omgeving
WK074801	Wijk 01 Bergen op Zoom-Noord
WK074802	Wijk 02 Bergen op Zoom-Oost
WK074803	Wijk 03 Bergen op Zoom-West
WK074804	Wijk 04 Halsteren
WK074805	Wijk 05 Lepelstraat
WK075300	Wijk 00 Best
WK075500	Wijk 00 Boekel
WK075501	Wijk 01 Venhorst
WK075700	Wijk 00 Boxtel
WK075701	Wijk 01 Lennisheuvel
WK075702	Wijk 02 Liempde
WK075730	Esch
WK075731	Verspr huizen Esch
WK075800	Breda centrum
WK075801	Breda noord
WK075802	Breda oost
WK075803	Breda zuid-oost
WK075804	Breda zuid
WK075805	Breda west
WK075806	Breda noord-west
WK075807	Bavel
WK075808	Ulvenhout
WK075809	Prinsenbeek
WK075810	Teteringen
WK076200	Wijk 00 Deurne
WK076201	Wijk 01 Vlierden
WK076202	Wijk 02 Liessel
WK076203	Wijk 03 Neerkant
WK076204	Wijk 04 Helenaveen
WK076500	Wijk 00
WK076501	Wijk 01
WK076601	Dongen
WK076602	's Gravenmoer
WK077000	Eersel
WK077001	Duizel
WK077002	Steensel
WK077003	Vessem
WK077004	Wintelre
WK077005	Knegsel
WK077211	Centrum
WK077221	Oud-Stratum
WK077222	Kortonjo
WK077223	Putten
WK077231	De Laak
WK077232	Doornakkers
WK077233	Oud-Tongelre
WK077241	Oud-Woensel
WK077242	Erp
WK077243	Begijnenbroek
WK077251	Ontginning
WK077252	Achtse Molen
WK077253	Aanschot
WK077254	Dommelbeemd
WK077261	Oud-Strijp
WK077262	Halve Maan
WK077263	Meerhoven
WK077271	Rozenknopje
WK077272	Oud-Gestel
WK077273	Gestelse Ontginning
WK077700	Midden woongebied
WK077701	Midden Bedrijventerrein
WK077702	Midden landelijk gebied
WK077710	Noord woongebied
WK077711	Noord bedrijventerrein
WK077712	Noord landelijk gebied
WK077720	Zuid woongebied
WK077721	Zuid bedrijventerrein West
WK077722	Zuid bedrijventerrein Oost
WK077723	Zuid landelijk gebied
WK077900	Wijk 00 Raamsdonksveer
WK077901	Wijk 01 Raamsdonk
WK077902	Wijk 02 Geertruidenberg
WK078401	Rijen
WK078402	Gilze
WK078403	Hulten
WK078404	Molenschot
WK078501	Wijk 01 Goirle-Centrum
WK078502	Wijk 02 Grobbendonck
WK078503	Wijk 03 De Groote Akkers
WK078504	Wijk 04 De Hoge Wal
WK078505	Wijk 05 Abcoven
WK078506	Wijk 06 Wildackers
WK078507	Wijk 07 't Ven
WK078508	Wijk 08 De Boschkens
WK078509	Wijk 09 De Hellen
WK078510	Wijk 10 De Nieuwe Erven
WK078511	Wijk 11 Hoogeind
WK078512	Wijk 12 Sportpark Van den Wildenberg
WK078513	Wijk 13 Bedrijventerrein Tijvoort
WK078514	Wijk 14 Verspreide huizen Goirle
WK078520	Wijk 20 Riel
WK078521	Wijk 21 Bedrijventerrein Riel
WK078522	Wijk 22 Sportpark De Krim
WK078523	Wijk 23 Verspriede huizen Riel
WK079410	Wijk 10 Binnenstad
WK079411	Wijk 11 Helmond-Oost
WK079412	Wijk 12 Helmond-Noord
WK079413	Wijk 13 't Hout
WK079414	Wijk 14 Brouwhuis
WK079415	Wijk 15 Helmond-West
WK079416	Wijk 16 Warande
WK079417	Wijk 17 Stiphout
WK079418	Wijk 18 Rijpelberg
WK079419	Wijk 19 Dierdonk
WK079421	Wijk 21 Brandevoort
WK079429	Wijk 29 Industriegebied Zuid
WK079601	Binnenstad
WK079602	Zuidoost
WK079603	Graafsepoort
WK079604	Muntel / Vliert
WK079605	Rosmalen-Zuid
WK079606	Rosmalen-Noord
WK079607	De Groote Wielen
WK079608	Empel
WK079609	Noord
WK079610	Maaspoort
WK079611	West
WK079612	Engelen
WK079613	Nuland
WK079614	Vinkel
WK079701	Wijk 01 Drunen
WK079702	Wijk 02 Elshout
WK079703	Wijk 03 Haarsteeg
WK079704	Wijk 04 Nieuwkuijk
WK079705	Wijk 05 Vlijmen
WK079706	Wijk 06 Doeveren
WK079707	Wijk 07 Hedikthuizen
WK079708	Wijk 08 Heesbeen
WK079709	Wijk 09 Herpt
WK079710	Wijk 10 Heusden
WK079711	Wijk 11 Oudheusden
WK079800	Wijk 00 Hilvarenbeek
WK079801	Wijk 01 Esbeek
WK079802	Wijk 02 Biest-Houtakker
WK079803	Wijk 03 Diessen
WK079804	Wijk 04 Haghorst
WK080910	Wijk 10 Kaatsheuvel-West
WK080920	Wijk 20 Kaatsheuvel-Oost
WK080930	Wijk 30 Loon op Zand
WK080940	Wijk 40 De Moer
WK082000	Wijk 00 Nuenen
WK082001	Wijk 01 Gerwen
WK082002	Wijk 02 Nederwetten
WK082300	Wijk 00 Oirschot
WK082301	Wijk 01 Spoordonk
WK082302	Wijk 02 Middelbeers en Westelbeers
WK082303	Wijk 03 Oostelbeers
WK082401	Verspr.h. westen en noorden Moerg.
WK082402	Pannenschuur
WK082403	Heukelom
WK082404	Buitengebied (Zuid)
WK082405	Omgeving Vinkenberg / Heuvelstraat
WK082406	Omgeving George Perklaan
WK082407	Centrum Moergestel
WK082408	't Westend / 't Seuverick
WK082409	Bunders / Levenskerk
WK082410	Buitengebied Kerkhoven
WK082411	Waterhoef / Klompven
WK082412	Omgeving Industrieterrein Kerckhoven Laarakkers
WK082413	Centrum Oisterwijk
WK082414	Verspr.h. oosten en zuiden Moerg.
WK082415	Omgeving Broekzijde
WK082416	Buitengebied Pannenschuur
WK082417	Buitengebied Laarakkers
WK082418	KVL
WK082419	Sportpark Den Donk e.o.
WK082420	Haaren
WK082600	Wijk 00 Oosterhout-Centrum
WK082601	Wijk 01 Slotjes
WK082602	Wijk 02 West
WK082603	Wijk 03 Strijen
WK082604	Wijk 04 Leijsenakkers
WK082605	Wijk 05 Oosterheide
WK082606	Wijk 06 Dommelbergen
WK082607	Wijk 07 Vrachelen
WK082608	Wijk 08 Industrieterrein Zuid
WK082609	Wijk 09 Industrieterrein Noord
WK082610	Wijk 10 Buitengebied Oosterhout
WK082611	Wijk 11 Den Hout
WK082612	Wijk 12 Oosteind
WK082613	Wijk 13 Dorst
WK082800	Centrum
WK082801	Schadewijk
WK082802	Industrieterreinen-Zuid
WK082803	Oss-Zuid
WK082804	Krinkelhoek
WK082805	Industrieterreinen-Noord
WK082806	Ruwaard
WK082807	Ussen
WK082808	Buitengebied-Noord
WK082809	Buitengebied-Zuid
WK082810	Berghem
WK082811	Haren
WK082812	Macharen
WK082813	Megen
WK082814	Ravenstein
WK082815	Herpen
WK082816	Overlangel
WK082817	Deursen en Dennenburg
WK082818	Lith
WK082819	Lithoijen
WK082820	Oijen
WK082821	Maren-Kessel
WK082822	Geffen
WK084000	Wijk 00 Rucphen
WK084001	Wijk 01 Sint Willebrord
WK084002	Wijk 02 Sprundel
WK084003	Wijk 03 Schijf
WK084004	Wijk 04 Zegge
WK084500	Wijk 00 Sint-Michielsgestel
WK084501	Wijk 01 Gemonde
WK084502	Wijk 02 Den Dungen
WK084503	Wijk 03 Berlicum
WK084504	Wijk 04 Middelrode
WK084700	Wijk 00 Someren
WK084701	Wijk 01 Lierop
WK084702	Wijk 02 Someren-Eind
WK084703	Wijk 03 Somerense Heide
WK084709	Wijk 09
WK084800	Wijk 00 Son
WK084801	Wijk 01 Breugel
WK085100	Wijk 00 Steenbergen
WK085101	Wijk 01 Kruisland
WK085102	Wijk 02 De Heen
WK085103	Wijk 03 Dinteloord
WK085104	Wijk 04 Nieuw-Vossemeer
WK085199	Groot water
WK085200	Wijk 00 Monnickendam
WK085201	Wijk 01 Katwoude
WK085202	Wijk 02 Marken
WK085203	Wijk 03 Broek in Waterland
WK085204	Wijk 04 Ilpendam
WK085205	Wijk 05 Watergang
WK085299	Groot water
WK085510	Binnenstad
WK085511	Hoogvenne
WK085512	Armhoef
WK085513	Jeruzalem
WK085514	Fatima
WK085515	Broekhoven
WK085516	Oerle
WK085517	Korvel
WK085518	Trouwlaan - Uitvindersbuurt
WK085519	Sint Anna
WK085520	Noordhoek
WK085521	Spoorzone Zuid
WK085522	Bouwmeester
WK085523	De Hasselt
WK085524	Het Goirke
WK085525	Groeseind-Hoefstraat
WK085526	Loven-Besterd
WK085527	Theresia
WK085528	Spoorzone Noord
WK085529	Kanaalzone
WK085530	Moerenburg
WK085531	De Leij
WK085532	Groenewoud
WK085533	Stappegoor
WK085534	Bedrijventerrein Het Laar
WK085535	De Blaak
WK085536	Zorgvlied
WK085537	De Reit
WK085538	Het Zand
WK085539	Wandelbos Noord
WK085540	Wandelbos Zuid
WK085541	De Oude Warande
WK085542	Stokhasselt
WK085543	Heikant
WK085544	Quirijnstok
WK085545	Ind.terrein Loven
WK085546	Bosscheweg
WK085547	Gesworen Hoek
WK085548	Huibeven
WK085549	Campenhoef
WK085550	Heyhoef
WK085551	Heerevelden
WK085552	Dongewijk
WK085553	Tuindorp De Kievit
WK085554	Leeuwerik
WK085555	Dalem Noord
WK085556	Dalem Zuid
WK085557	Koolhoven
WK085558	Witbrant
WK085559	Bedrijventerrein Kraaiven
WK085560	Bedrijventerrein Vossenberg
WK085561	De Katsbogten
WK085562	Buitengebied Tilburg Zuid-Oost
WK085563	Buitengebied Tilburg Zuid-West
WK085564	Buitengebied Tilburg Noord-Oost
WK085565	Buitengebied Tilburg Noord-West
WK085566	Berkel-Enschot
WK085567	Udenhout
WK085568	Biezenmortel
WK085800	Wijk 00 Valkenswaard
WK085801	Wijk 01 Kloosterakkers en Dommelen
WK085802	Wijk 02 Borkel en Schaft
WK086100	Wijk 00 Veldhoven
WK086101	Wijk 01 Noordelijk Woongebied
WK086102	Wijk 02 Oerle
WK086500	Wijk 00 Vught
WK086501	Wijk 01 Vught-Zuid
WK086502	Wijk 02 Cromvoirt
WK086503	Wijk 03 Helvoirt
WK086600	Wijk 00 Waalre
WK086700	Waalwijk
WK086701	Sprang-Capelle
WK086702	Waspik
WK087300	Wijk 00 Hoogerheide en Woensdrecht
WK087301	Wijk 01 Huijbergen
WK087302	Wijk 02 Ossendrecht
WK087303	Wijk 03 Putte
WK087900	Wijk 00 Zundert
WK087901	Wijk 01 Klein - Zundert
WK087902	Wijk 02 Wernhout
WK087903	Wijk 03 Achtmaal
WK087904	Wijk 04 Rijsbergen
WK088000	Wijk 00 Wormer
WK088001	Wijk 01 Wijdewormer
WK088002	Wijk 02 Jisp
WK088200	Wijk 00 Schaesberg
WK088201	Wijk 01 Nieuwenhagen
WK088202	Wijk 02 Ubach over Worms
WK088800	Wijk 00 Beek - Spaubeek
WK088801	Wijk 01 Beek-Zuid
WK088900	Wijk 00 Reuver
WK088901	Wijk 01 Beesel
WK089301	Aijen
WK089302	Oud-Bergen
WK089303	Nieuw-Bergen
WK089304	Afferden
WK089305	Siebengewald
WK089306	Well
WK089307	Wellerlooi
WK089901	Wijk 01 Brunssum-West
WK089902	Wijk 02 Brunssum-Noord
WK089903	Wijk 03 Brunssum-Oost
WK089904	Wijk 04 Brunssum-Zuid
WK089905	Wijk 05 Brunssum-Centrum
WK090700	Wijk 00 Milsbeek
WK090701	Wijk 01 Ottersum
WK090702	Wijk 02 Ven-Zelderheide
WK090703	Wijk 03 Gennep
WK090704	Wijk 04 Heijen
WK091710	Wijk 10 Maria Gewanden en Terschuren
WK091711	Wijk 11 Mariarade
WK091712	Wijk 12 Hoensbroek-De Dem
WK091713	Wijk 13 Nieuw Lotbroek
WK091714	Wijk 14 De Koumen
WK091720	Wijk 20 Vrieheide-De Stack
WK091721	Wijk 21 Heerlerheide-Passart
WK091722	Wijk 22 Heksenberg
WK091723	Wijk 23 De Hei
WK091724	Wijk 24 Rennemig-Beersdal
WK091730	Wijk 30 Zeswegen-Nieuw Husken
WK091731	Wijk 31 Schandelen-Grasbroek
WK091732	Wijk 32 Meezenbroek-Schaesbergerveld
WK091733	Wijk 33 Heerlen-Centrum
WK091734	Wijk 34 Eikenderveld
WK091735	Wijk 35 Woonboulevard-Ten Esschen
WK091736	Wijk 36 Welten-Benzenrade
WK091737	Wijk 37 Bekkerveld
WK091738	Wijk 38 Caumerveld-Douve Weien
WK091739	Wijk 39 Molenberg
WK091740	Wijk 40 Heerlerbaan-Centrum
WK091741	Wijk 41 Heerlerbaan-Schil
WK091742	Wijk 42 De Beitel
WK092800	Wijk 00 Kerkrade-West
WK092801	Wijk 01 Kerkrade-Oost
WK092802	Wijk 02 Kerkrade-Noord
WK093500	Wijk 00 Centrum
WK093501	Wijk 01 Buitenwijk Zuidwest
WK093502	Wijk 02 Buitenwijk West
WK093503	Wijk 03 Buitenwijk Noordwest
WK093504	Wijk 04 Buitenwijk Oost
WK093505	Wijk 05 Buitenwijk Noordoost
WK093506	Wijk 06 Buitenwijk Zuidoost
WK093800	Wijk 00 Meerssen
WK093801	Wijk 01 Ulestraten
WK093802	Wijk 02 Bunde - Geulle
WK094400	Wijk 00 Mook
WK094401	Wijk 01 Middelaar
WK094601	Wijk 01 Nederweert
WK094602	Wijk 02 Budschop
WK094603	Wijk 03 Ospel
WK094604	Wijk 04 Nederweert-Eind
WK094605	Wijk 05 Leveroy
WK095700	Wijk 00 Centrum
WK095701	Wijk 01 Roermond-Oost
WK095702	Wijk 02 Roermond-Zuid
WK095703	Wijk 03 Maasniel
WK095704	Wijk 04 Donderberg
WK095705	Wijk 05 Hoogvonderen
WK095706	Wijk 06 Asenray
WK095707	Wijk 07 Herten
WK095708	Wijk 08 Swalmen
WK095709	Wijk 09 Maasplassen
WK096500	Wijk 00 Simpelveld
WK096501	Wijk 01 Bocholtz
WK097100	Wijk 00 Stein
WK097101	Wijk 01 Elsloo
WK097102	Wijk 02 Urmond
WK098100	Wijk 00 Vijlen-Lemiers
WK098101	Wijk 01 Vaals
WK098311	Wijk 11 Venlo-Centrum
WK098312	Wijk 12 Venlo-Zuid
WK098313	Wijk 13 Venlo-Oost-Noord
WK098314	Wijk 14 Venlo-Noord
WK098315	Wijk 15 Venlo-Oost-Zuid
WK098316	Wijk 16 Het Ven
WK098321	Wijk 21 Blerick-Midden
WK098322	Wijk 22 Blerick-Noord
WK098323	Wijk 23 Blerick-Zuid
WK098324	Wijk 24 Vossener
WK098325	Wijk 25 Klingerberg
WK098326	Wijk 26 Hout-Blerick
WK098327	Wijk 27 Boekend
WK098328	Wijk 28 Trade-Port
WK098331	Wijk 31 Tegelen-Centrum
WK098332	Wijk 32 Op de Hei
WK098335	Wijk 35 Steyl
WK098341	Wijk 41 Velden
WK098343	Wijk 43 Lomm
WK098344	Wijk 44 Arcen
WK098351	Wijk 51 Belfeld
WK098401	Heide
WK098402	Ysselsteyn
WK098403	Merselo
WK098404	Vredepeel
WK098405	Smakt
WK098406	Oostrum
WK098407	Oirlo
WK098408	Castenray
WK098409	Veulen
WK098410	Leunen
WK098411	Centrum
WK098412	Oost
WK098413	West
WK098414	Vlakwater
WK098415	Veltum
WK098416	Brukske
WK098417	Landweert
WK098418	Smakterheide
WK098419	Brabander
WK098420	St. Antoniusveld
WK098421	Wanssum
WK098422	Geijsteren
WK098423	Blitterswijck
WK098601	Wijk 01 Voerendaal
WK098602	Wijk02 Kunrade
WK098603	Wijk 03 Ubachsberg
WK098604	Wijk 04 Klimmen
WK098605	Wijk 05 Ransdaal
WK098609	Wijk 09 Verspreide huizen Voerendaal
WK098801	Wijk 01 Boshoven
WK098802	Wijk 02 Laar en Hushoven
WK098803	Wijk 03 Molenakker en Kampershoek
WK098811	Wijk 11 Weert-Centrum
WK098812	Wijk 12 Biest
WK098813	Wijk 13 Groenewoud
WK098814	Wijk 14 Fatima
WK098821	Wijk 21 Keent
WK098822	Wijk 22 Moesel
WK098823	Wijk 23 Graswinkel
WK098824	Wijk 24 Leuken
WK098825	Wijk 25 Kazernelaan
WK098831	Wijk 31 Altweerterheide
WK098832	Wijk 32 Tungelroy
WK098833	Wijk 33 Swartbroek
WK098834	Wijk 34 Stramproy
WK099400	Wijk 00: Valkenburg
WK099401	Wijk 01: Houthem - Sint Gerlach
WK099402	Wijk 02: Schin op Geul - Oud-Valkenburg
WK099403	Wijk 03: Sibbe - IJzeren
WK099404	Wijk 04: Berg en Terblijt - Vilt
WK099405	Wijk 05: Walem
WK099501	Zuiderzeewijk
WK099502	Atolwijk
WK099503	Boswijk
WK099504	Waterwijk-Landerijen
WK099505	Bolder
WK099506	Kustwijk
WK099507	Havendiep
WK099508	Lelystad-Haven
WK099509	Stadshart
WK099510	Buitengebied
WK099511	Warande
WK099599	Groot water
WK099899	Buitenland
WK150700	Wijk 00 Griendtsveen
WK150701	Wijk 01 America
WK150702	Wijk 02 Meterik
WK150703	Wijk 03 Hegelsom
WK150704	Wijk 04 Horst
WK150705	Wijk 05 Melderslo
WK150706	Wijk 06 Broekhuizen
WK150707	Wijk 07 Lottum
WK150708	Wijk 08 Grubbenvorst
WK150709	Wijk 09 Broekhuizen
WK150710	Wijk 10 Sevenum
WK150711	Wijk 11 Kronenberg
WK150712	Wijk 12 Evertsoord
WK150713	Wijk 13 Meerlo
WK150714	Wijk 14 Tienray
WK150715	Wijk 15 Swolgen
WK150900	Wijk 00 Ulft-Etten
WK150901	Wijk 01 Overig Gendringen
WK150902	Wijk 02 Silvolde-Terborg
WK150903	Wijk 03 Varsseveld
WK152501	Voorhout Oude Dorp
WK152502	Voorhout Oosthout
WK152503	Voorhout Hooghkamer
WK152504	Voorhout Buiten
WK152511	Sassenheim Midden
WK152512	Sassenheim Oost
WK152513	Sassenheim Zuid
WK152514	Sassenheim West
WK152515	Sassenheim buiten
WK152521	Warmond
WK152522	Warmond buiten
WK158100	Doorn
WK158101	Driebergen
WK158102	Leersum
WK158103	Amerongen
WK158104	Maarn
WK158601	Wijk 01 Lichtenvoorde
WK158602	Wijk 02 Harreveld
WK158603	Wijk 03 Zieuwewnt
WK158604	Wijk 04 Lievelde
WK158605	Wijk 05 Vragender
WK158606	Wijk 06 Groenlo
WK158607	Wijk 07 Marienvelde
WK159801	Obdam
WK159802	Hensbroek
WK159803	Spierdijk
WK159804	Zuidermeer
WK159805	Berkhout
WK159806	Ursem
WK159807	De Goorn
WK159808	Avenhorn
WK159809	Scharwoude
WK159810	Oudendijk
WK159899	Groot water
WK162111	Wijk 11 Bergschenhoek
WK162112	Wijk 12 De Ackers
WK162113	Wijk 13 Boterdorp
WK162114	Wijk 14 Wilderszijde
WK162115	Wijk 15 Oosteindsche Polder
WK162121	Wijk 21 Berkel
WK162122	Wijk 22 Noordpolder
WK162123	Wijk 23 Meerpolder
WK162124	Wijk 24 Noordeinde
WK162125	Wijk 25 Zuidpolder
WK162126	Wijk 26 De Wadden
WK162127	Wijk 27 Westpolder
WK162128	Wijk 28 Rodenrijs
WK162131	Wijk 31 Bleiswijk
WK162132	Wijk 32 Hoekeindse Zoom
WK162133	Wijk 33 Bleiswijk Buiten
WK164000	Heythuysen
WK164001	Heibloem
WK164002	Roggel
WK164003	Neer
WK164004	Nunhem
WK164005	Haelen
WK164006	Buggenum
WK164007	Horn
WK164008	Baexem
WK164009	Kelpen-Oler
WK164010	Grathem
WK164011	Ell
WK164012	Haler
WK164013	Hunsel
WK164014	Neeritter
WK164015	Ittervoort
WK164100	Wijk 00 Maasbracht
WK164101	Wijk 01 Linne
WK164102	Wijk 02 Stevensweert
WK164103	Wijk 03 Ohé en Laak
WK164104	Wijk 04 Thorn
WK164105	Wijk 05 Heel
WK164106	Wijk 06 Beegden
WK164107	Wijk 07 Wessem
WK165200	Wijk 00 Gemert-Centrum
WK165201	Wijk 01 Gemert-Noord
WK165202	Wijk 02 Gemert-Oost
WK165203	Wijk 03 Handel
WK165204	Wijk 04 De Mortel
WK165205	Wijk 05 Elsendorp
WK165206	Wijk 06 Bakel
WK165207	Wijk 07 Milheeze
WK165208	Wijk 08 De Rips
WK165501	Wijk 01 Oud Gastel
WK165502	Wijk 02 Stampersgat
WK165503	Wijk 03 Oudenbosch
WK165504	Wijk 04 Hoeven
WK165505	Wijk 05 Bosschenhoofd
WK165800	Wijk 00 Heeze
WK165801	Wijk 01 Leende
WK165802	Wijk 02 Leenderstrijp
WK165803	Wijk 03 Sterksel
WK165900	Wijk 00 Beek en Donk
WK165901	Wijk 01 Aarle-Rixtel
WK165902	Wijk 02 Lieshout
WK165903	Wijk 03 Mariahout
WK166700	Wijk 00 Reusel
WK166701	Wijk 01 Hooge Mierde
WK166702	Wijk 02 Lage Mierde
WK166703	Wijk 03 Hulsel
WK166901	Montfort
WK166902	Sint Odiliënberg
WK166903	Melick
WK166904	Posterholt
WK166905	Herkenbosch
WK166906	Vlodrop
WK167400	Wijk 00 Centrum
WK167401	Wijk 01 Oost
WK167402	Wijk 02 Noord
WK167403	Wijk 03 West
WK167404	Wijk 04 Groot Kroeven
WK167405	Wijk 05 Langdonk
WK167406	Wijk 06 Kortendijk
WK167407	Wijk 07 Tolberg
WK167408	Wijk 08 Industriegebieden
WK167410	Wijk 10 Nispen
WK167411	Wijk 11 Wouw
WK167412	Wijk 12 Heerle
WK167413	Wijk 13 Moerstraten
WK167414	Wijk 14 Wouwse Plantage
WK167600	Wijk 00 Zierikzee
WK167601	Wijk 01 Brouwershaven
WK167602	Wijk 02 Zonnemaire
WK167603	Wijk 03 Dreischor
WK167604	Wijk 04 Noordgouwe
WK167605	Wijk 05 Bruinisse
WK167606	Wijk 06 Nieuwerkerk
WK167607	Wijk 07 Oosterland
WK167608	Wijk 08 Ouwerkerk
WK167609	Wijk 09 Scharendijke
WK167610	Wijk 10 Kerkwerve
WK167611	Wijk 11 Ellemeet
WK167612	Wijk 12 Haamstede
WK167613	Wijk 13 Renesse
WK167614	Wijk 14 Noordwelle
WK167615	Wijk 15 Serooskerke
WK167699	Groot water
WK168000	Wijk 00 Annen
WK168001	Wijk 01 Eext
WK168002	Wijk 02 Anloo
WK168003	Wijk 03 Gasteren
WK168004	Wijk 04 Anderen
WK168005	Wijk 05 Schipborg
WK168006	Wijk 06 Eexterveen
WK168007	Wijk 07 Spijkerboor
WK168008	Wijk 08 Nieuw-Annerveen
WK168009	Wijk 09 Oud-Annerveen
WK168011	Wijk 11 Annerveenschekanaal
WK168012	Wijk 12 Eexterveenschekanaal
WK168013	Wijk 13 Eexterzandvoort
WK168014	Wijk 14 Gasselte
WK168015	Wijk 15 Gasselternijveen
WK168016	Wijk 16 Gasselternijveenschemond
WK168017	Wijk 17 Gieten
WK168018	Wijk 18 Gieterveen
WK168019	Wijk 19 Rolde
WK168020	Wijk 20 Grolloo
WK168021	Wijk 21 Ekehaar
WK168100	Valthe
WK168101	Valthermond
WK168102	Westdorp
WK168103	Zandberg
WK168179	1e Exloërmond
WK168180	2e Exloërmond
WK168181	2e Valthermond
WK168182	Borger
WK168183	Bronneger
WK168184	Bronnegerveen
WK168185	Buinen
WK168186	Buinerveen
WK168187	Drouwen
WK168188	Drouwenermond
WK168189	Drouwenerveen
WK168190	Ees
WK168191	Eesergroen
WK168192	Eeserveen
WK168193	Ellertshaar
WK168194	Exloërveen
WK168195	Exloo
WK168196	Klijndijk
WK168197	Nieuw-Buinen
WK168198	Odoorn
WK168199	Odoornerveen
WK169000	Wijk 00 Zuidwolde
WK169001	Wijk 01 Alteveer
WK169002	Wijk 02 Kerkenveld
WK169003	Wijk 03 Drogteropslagen
WK169004	Wijk 04 Linde
WK169005	Wijk 05 Fort
WK169006	Wijk 06 Veeningen
WK169007	Wijk 07 Echten
WK169008	Wijk 08 Ruinen
WK169009	Wijk 09 Eursinge
WK169010	Wijk 10 Ansen
WK169011	Wijk 11 Ruinerwold
WK169012	Wijk 12 Koekange
WK169013	Wijk 13 De Wijk
WK169500	Wijk 00 Kortgene
WK169501	Wijk 01 Colijnsplaat
WK169502	Wijk 02 Kats
