kvknummer,sbicode,vestigingsnummer
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059280840
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059280859
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059271965
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059280816
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059280824
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023008830
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028273729
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047821647
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058239596
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000057755779
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000048000604
41190166,Winkels gespecialiseerd in overige artikelen (rest) (47.78.9),000058239642
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047995637
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022992065
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053953681
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053953673
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000039789330
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000054020468
41190166,Eventcatering (56.21),000054020468
41190166,"Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales (35.11.1)",000023251700
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022997415
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053870182
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053870166
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022997822
41190166,Beheer van onroerend goed (68.32),000023251697
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022997326
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022997318
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053870174
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023202475
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000054222141
41190166,Hotel-restaurants (55.10.1),000054222141
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023006692
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023006714
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023006706
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023185678
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023205970
41190166,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000047405856
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000061565113
41190166,Eventcatering (56.21),000061565113
41190166,Reparatie van overige consumentenartikelen (95.29),000061565113
41190166,"Vervaardiging van deuren, ramen en kozijnen van hout (16.23.1)",000061565113
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000054125332
41190166,Reparatie van overige consumentenartikelen (95.29),000054125332
41190166,Overige drukkerijen (rest) (18.12.9),000054125332
41190166,Winkels in brood en banket (47.24.1),000054125332
41190166,Winkels gespecialiseerd in overige artikelen (rest) (47.78.9),000054125332
41190166,Restaurants (56.10.1),000054125332
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053947274
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047995998
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047993235
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000034477586
41190166,Brede administratieve dienstverlening (82.11),000034477586
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053947312
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047409649
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047806621
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000048000752
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000054160022
41190166,Vervaardiging van brood en vers banketbakkerswerk (10.71),000054160022
41190166,Winkels gespecialiseerd in overige artikelen (rest) (47.78.9),000054160022
41190166,Restaurants (56.10.1),000054160022
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023099828
41190166,Winkels gespecialiseerd in overige artikelen (rest) (47.78.9),000015352536
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028269349
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000060259175
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053950674
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047818751
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053942388
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023032855
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022978844
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023095075
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053862872
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023202610
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023210583
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047996188
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053875850
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053875869
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053954734
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031508340
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031507778
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031507786
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031507794
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031507808
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022982698
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053943449
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031508316
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022908587
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023095032
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047822627
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023089881
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022909796
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053861647
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059626631
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059626658
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059626666
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059626674
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053878817
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023210966
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022981810
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059426683
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047165804
41190166,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000047165804
41190166,Jeugdzorg met overnachting en dagverblijven voor jeugdzorg (87.90.1),000047165804
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047689129
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023207779
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023153393
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022992049
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023177950
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022992057
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023177985
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023177993
41190166,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000045974535
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053862244
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023161671
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022981845
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022982655
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031508367
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047169559
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023019999
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023021330
41190166,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000023089121
41190166,Maatschappelijk opvang met overnachting (87.90.2),000022973877
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000060731745
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023185686
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023185821
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047820292
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047991933
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023153407
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053876873
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053876849
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053876857
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053876865
41190166,Overige drukkerijen (rest) (18.12.9),000049788418
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059681721
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047989580
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028270606
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053950631
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028269675
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053878833
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000057614466
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000057614474
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053878825
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053946472
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053878841
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053878868
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053878876
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028269357
41190166,"Fastfoodrestaurants, cafetaria's, ijssalons, eetkramen e.d. (56.10.2)",000049623796
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000044262833
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022991034
41190166,Brandweer (84.25),000022991018
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047806079
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053869028
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053955161
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023153156
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023143908
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053955188
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053869036
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058935886
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058935967
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053869044
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053955196
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053955501
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053955536
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023067136
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023127244
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023144017
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053955528
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048374822
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000048374989
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053955153
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022910069
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053860160
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000061749818
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022982671
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022991026
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047995831
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022924795
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023068345
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053942019
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000046409157
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000046409173
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053867203
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000046409165
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053880307
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053880315
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047165952
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023659955
41190166,Verhuur van onroerend goed (niet van woonruimte) (68.20.4),000023202513
41190166,Verhuur van onroerend goed (niet van woonruimte) (68.20.4),000023202521
41190166,Verhuur van onroerend goed (niet van woonruimte) (68.20.4),000023202548
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023659971
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053878884
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053880293
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023127945
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023194545
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023134682
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023660112
41190166,Maatschappelijk werk (88.99.2),000023153172
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022985158
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059271973
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053939832
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053939840
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023660082
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023033908
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022914951
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022970703
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023143975
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023143991
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023143983
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023143967
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047411481
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022989641
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053888960
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028273036
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000054161525
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031509061
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053876911
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053876938
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023153423
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053876881
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053876903
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000054160014
41190166,Winkels gespecialiseerd in overige artikelen (rest) (47.78.9),000054160014
41190166,Kunstuitleencentra (91.01.2),000054160014
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000054159423
41190166,Winkels gespecialiseerd in overige artikelen (rest) (47.78.9),000054159423
41190166,Winkels in tweedehands goederen (geen kleding) (47.79.3),000054159423
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000028265289
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047999462
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023170662
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023183632
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022998896
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023194464
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053853784
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023007443
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023007419
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023007451
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023007435
41190166,Lokaal welzijnswerk (88.99.3),000023006722
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053948017
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000048001244
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000054020425
41190166,Cafés (56.30),000054020425
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023095016
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053869265
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053869273
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047215291
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047222549
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023635908
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047222123
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047222123
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047221488
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053869060
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023659904
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053869249
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047223456
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047215240
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047209372
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053955544
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053954750
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047222662
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053869257
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023161663
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053944283
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023161698
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000054161509
41190166,Landschapsverzorging (81.30),000054161509
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022985859
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047992069
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053955145
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023038241
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022924272
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047694009
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023210648
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031508014
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031508006
41190166,Brede administratieve dienstverlening (82.11),000023210710
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023210729
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053878809
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031508022
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022923896
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047991755
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053880323
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053880331
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000057614482
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053863577
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023635886
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053939867
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023000511
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053939859
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053940393
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023035897
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023035781
41190166,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000023035781
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053856406
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000054697514
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023153229
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053944291
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023659963
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053946510
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053932838
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031508359
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023186550
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022978984
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047803754
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053888464
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053888952
41190166,"Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales (35.11.1)",000023251689
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047215046
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023881933
41190166,Speciaal basisonderwijs (85.20.2),000023249978
41190166,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000023249978
41190166,Beheer van onroerend goed (68.32),000023251638
41190166,Huizen en dagverblijven voor niet-verstandelijk gehandicapten (87.30.1),000023251638
41190166,Lokaal welzijnswerk (88.99.3),000023251670
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023251670
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023332247
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023178086
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023021667
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053944860
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023161892
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059954698
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053876946
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047223731
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047223413
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053954696
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053953738
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047223170
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047222212
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000047223146
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053953711
41190166,Geestelijke gezondheids- en verslavingszorg met overnachting (86.10.4),000045974888
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000040045897
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053945514
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022909826
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023210982
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000049623818
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047992662
41190166,Winkels gespecialiseerd in overige artikelen (rest) (47.78.9),000015352501
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023002433
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031510779
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023002425
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000059954671
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023161655
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053943457
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053943465
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053943473
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022913521
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000011122242
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000058935959
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047803886
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031509754
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023021497
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047410345
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000031511309
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000053944879
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023091606
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047994983
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047820799
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022974024
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000022981829
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047819766
41190166,Ondersteuning en begeleiding van gehandicapten (88.10.3),000047822201
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023186208
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023161744
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023635916
41190166,Huizen en dagverblijven voor verstandelijk gehandicapten (87.20),000023143894
